Family	Genus	species	Genus_species	species_lsid	author	year	parentheses	distribution_WSC	Notes	Citation_WSC	Measured	Ecological_classification	Guild	Cave_deep	Cave_entr	SSH	External	Alien	Verticality	Pigment	Eyeless	Eyes_regression	Leg_elongation	Body_length_min_f	Body_length_max_f	Body_length_min_m	Body_length_max_m	Body_length_avg_f	Body_length_avg_m	Sexual_Size_Dimorphism	Body_length_avg	Prosoma_length_f	Prosoma_length_m	Prosoma_length_avg	Prosoma_width_f	Prosoma_width_m	Prosoma_width_avg	Prosoma_shape	Prosoma_height_f	Prosoma_height_m	Prosoma_height_avg	Profile_flattening	Femur_I_length_f	Femur_I_length_m	Femur_I_length_avg	Femur_elongation	Tibia_I_length_f	Tibia_I_length_m	Tibia_I_length_avg	Tibia_elongation 	Fang_length_f	Fang_length_m	Fang_length_avg	Clypeus_height_f	Clypeus_height_m	Clypeus_height_avg	AME	AME_type	ALE	PME	PLE	Eye_reduction_ratio	AME-ALE	PME-PLE	Capture_web	Sensing_web	No_web	Tube_web	Sheet_web	Space_web	Orb_web	Ambush_hunter	Active_hunter	Food_specialist	Dispersal
Agelenidae	Eratigena	atrica	Eratigena atrica	urn:lsid:nmbe.ch:spidersp:021197	C. L. Koch	1843	1	Europe. Introduced to Canada, USA	-	Bolzern et al (2013)	no	Troglophile	Sheet	1	0	1	1	0	Wall	Fully	0	0	0	11,000	16,000	10,000	14,000	13,500	12,000	0,889	12,750	5,840	5,830	5,835	4,180	4,390	4,285	1,362	NA	NA	NA	NA	6,940	9,390	8,165	0,640	6,610	9,400	8,005	0,628	NA	NA	NA	0,520	NA	0,520	0,260	Present	0,260	0,230	0,240	0,476	0,130	0,23	1	0	0	1	1	0	0	0	0	0	1
Agelenidae	Eratigena	herculea	Eratigena herculea	urn:lsid:nmbe.ch:spidersp:021240	Fage	1931	1	Spain (mainland, Ibiza)	-	Ribera & Barrientos (1986); Bolzern et al (2013)	no	Troglobiont	Sheet	1	0	0	0	0	Wall	Fully	0	1	0	5,510	6,790	NA	NA	6,150	5,210	0,847	5,680	3,060	2,440	2,750	2,130	1,770	1,950	1,410	NA	NA	NA	NA	4,460	4,630	4,545	0,800	4,640	5,240	4,940	0,870	NA	NA	NA	0,120	NA	0,120	0,040	Present	0,070	0,050	0,050	0,438	0,080	0,100	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Eratigena	hispanica	Eratigena hispanica	urn:lsid:nmbe.ch:spidersp:021241	Fage	1931	1	Spain	-	Bolzern et al (2013)	no	Troglophile	Sheet	1	0	0	1	0	Wall	Fully	0	1	0	NA	NA	NA	NA	10,330	7,310	0,708	8,820	5,320	4,340	4,830	2,700	2,970	2,835	1,704	NA	NA	NA	NA	7,420	7,330	7,375	0,836	7,580	7,430	7,505	0,851	NA	NA	NA	0,330	NA	0,330	0,110	Present	0,170	0,130	0,150	0,424	0,110	0,260	1	0	0	1	1	0	0	0	0	0	1
Agelenidae	Eratigena	inermis	Eratigena inermis	urn:lsid:nmbe.ch:spidersp:021242	Simon	1870	1	Portugal, Spain, France	-	Bolzern et al (2013)	yes	Troglophile	Sheet	1	0	0	1	0	Wall	Fully	0	0	0	11,620	14,290	NA	NA	12,955	9,850	0,760	11,403	5,550	4,750	5,150	4,670	3,340	4,005	1,286	NA	NA	NA	NA	6,560	7,400	6,980	0,612	6,250	7,390	6,820	0,598	NA	NA	NA	0,600	NA	0,600	0,200	Present	0,250	0,240	0,250	0,392	0,100	0,240	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Hadites	tegenarioides	Hadites tegenarioides	urn:lsid:nmbe.ch:spidersp:020960	Keyserling	1862	0	Croatia	Croatian Biospeleological Society collection: measured samples CBSS AR971, 966, 4014 females	Kratochvíl (1938)	yes	Troglobiont	Ground	1	0	0	0	0	Soil + Wall	Depigmented	1	0	1	NA	7,972	NA	NA	4,000	NA	NA	4,000	3,400	NA	3,400	2,320	NA	2,320	1,466	1,3	NA	NA	NA	4,007	NA	4,007	1,002	4,075	NA	4,075	1,019	1,196	NA	NA	NA	NA	NA	0,000	Absent_Adaptation	0,000	0,000	0,000	0,000	0,000	0,000	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	bidens	Histopona bidens	urn:lsid:nmbe.ch:spidersp:020962	Absolon & Kratochvi­l	1933	1	Croatia	Croatian Biospeleological Society collection: record from North Macedonia is wrong; measured samples CBSS AR 3862 & 63 female & 140 & 67  male; sample 140 male is eyeless	Kratochvíl J (1938a) Étude sur les araignées cavernicoles du genre Hadites. Práce Moravské Přírodovědecké Společnosti 11(1): 1-28 	yes	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	1	0	7,024	7,404	8,193	8,361	NA	NA	NA	6,000	3,900	3,824	3,862	2,650	2,580	2,615	1,477	0,997	1,321	NA	NA	5,050	4,470	4,760	0,793	5,280	4,730	5,005	0,834	0,943	1,031	0,987	0,236	NA	0,236	0,056	Present	0,076	0,059	0,084	0,291	0,067	0,155	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	conveniens	Histopona conveniens	urn:lsid:nmbe.ch:spidersp:020963	Kulczynski	1914	1	Croatia, Bosnia and Herzegovina, Montenegro	Croatian Biospeleological Society collection: measured samples CBSS AR1433 & 1455 female & 1448, 1446 & 3772 male	Kulczyński W (1914) Aranearum species novae minusve cognitae, in montibus Kras dictis a Dre C. Absolon aliisque collectae. Bulletin International de l'Academie des Sciences de Cracovie 1914: 353-387; Deeleman-Reinhold C L (1983) The genus Histopona Thorell (Araneae, Agelenidae) with description of two new cave-dwelling species. Mémoires de Biospéologie 10: 325-337;	yes	Troglophile	Sheet	1	1	0	0	0	Soil + Wall	Partly	0	0	0	4,904	5,894	5,657	6,06	6,300	5,300	0,841	5,800	2,625	2,800	2,713	1,800	2,150	1,975	1,373	1,458	1,238	NA	NA	2,630	2,850	2,740	0,472	2,510	2,780	2,645	0,456	0,547	0,656	NA	0,145	0,221	0,183	0,079	Present	0,143	0,124	0,114	0,628	0,024	0,060	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	dubia	Histopona dubia	urn:lsid:nmbe.ch:spidersp:020964	Absolon & Kratochvi­l	1933	1	Croatia	all records except Croatia are wrong; Croatian Biospeleological Society collection: measured samples CBSS AR1543 female & 1556 male; some specimens are completely eyeless, like CBSS AR1543 female	Kratochvíl J (1938a) Étude sur les araignées cavernicoles du genre Hadites. Práce Moravské Přírodovědecké Společnosti 11(1): 1-28 	yes	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	1	0	6,362	9,13	6,325	6,801	NA	NA	NA	6,000	3,550	3,100	3,325	2,420	2,160	2,290	1,452	2,654	1,249	NA	NA	4,100	4,260	4,180	0,697	4,130	4,470	4,300	0,717	0,88	0,786	NA	0,294	0,233	0,267	0,069	Present	0,089	0,078	0,092	0,307	0,067	0,102	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	egonpretneri	Histopona egonpretneri	urn:lsid:nmbe.ch:spidersp:020965	Deeleman-Reinhold	1983	0	Croatia	Croatian Biospeleological Society collection: measured samples CBSS AR5898 & 366 female & 5881 2 males	Deeleman-Reinhold C L (1983) The genus Histopona Thorell (Araneae, Agelenidae) with description of two new cave-dwelling species. Mémoires de Biospéologie 10: 325-337;	no	Troglobiont	Sheet	1	1	0	0	0	Soil + Wall	Depigmented	0	1	0	6,92	6,96	6,575	6,795	7,760	7,750	0,999	7,755	3,100	3,400	3,250	2,120	2,440	2,280	1,426	1,308	2,047	NA	NA	3,410	3,840	3,625	0,467	3,460	3,840	3,650	0,471	0,753	0,923	NA	0,251	0,289	0,225	0,075	Present	0,118	0,098	0,114	0,449	0,013	0,099	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	hauseri	Histopona hauseri	urn:lsid:nmbe.ch:spidersp:020966	Brignoli	1972	1	Greece, North Macedonia	-	Brignoli (1972); Gasparo (2005)	no	Troglophile	Sheet	1	0	0	1	0	Soil	Fully	0	0	0	7,000	9,050	5,650	7,050	8,025	6,350	0,791	7,188	3,350	3,320	3,335	2,330	2,370	2,350	1,419	NA	NA	NA	NA	3,110	3,190	3,150	0,438	2,960	3,320	3,140	0,437	1,610	1,490	1,550	0,190	0,170	0,180	0,100	Present	0,150	0,130	0,120	0,694	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	isolata	Histopona isolata	urn:lsid:nmbe.ch:spidersp:020967	Deeleman-Reinhold	1983	0	Greece (Crete)	-	Deeleman-Reinhold (1983)	no	Troglophile	Sheet	1	0	0	1	0	Soil	Fully	0	0	0	NA	NA	NA	NA	9,250	6,250	0,676	7,750	3,650	2,900	3,275	2,650	2,160	2,405	1,362	NA	NA	NA	NA	4,180	3,600	3,890	0,502	4,080	3,840	3,960	0,511	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	italica	Histopona italica	urn:lsid:nmbe.ch:spidersp:020968	Brignoli	1977	0	Italy	-	Bolzern et al (2013)	yes	Troglophile	Sheet	0	1	1	1	0	Soil	Fully	0	0	0	NA	NA	NA	NA	6,270	5,230	0,834	5,750	2,950	2,950	2,950	2,010	2,210	2,110	1,398	NA	NA	NA	NA	2,030	2,280	2,155	0,375	1,660	2,010	1,835	0,319	1,250	1,240	1,245	NA	NA	0,190	0,085	Present	0,151	0,141	0,144	0,686	0,042	0,070	1	0	0	1	1	0	0	0	0	0	1
Agelenidae	Histopona	krivosijana	Histopona krivosijana	urn:lsid:nmbe.ch:spidersp:020969	Kratochvi­l	1935	1	Montenegro	Croatian Biospeleological Society collection: measured sample CBSS AR3640 female	Kratochvíl J (1938a) Étude sur les araignées cavernicoles du genre Hadites. Práce Moravské Přírodovědecké Společnosti 11(1): 1-28; Deeleman-Reinhold C L (1983) The genus Histopona Thorell (Araneae, Agelenidae) with description of two new cave-dwelling species. Mémoires de Biospéologie 10: 325-337;	no	Troglobiont	Sheet	1	0	0	0	0	Soil + Wall	Depigmented	0	1	0	NA	7,746	NA	NA	NA	NA	NA	6,000	3,330	NA	3,330	2,258	NA	2,258	1,475	2,335	NA	NA	NA	3,880	NA	3,880	0,647	4,060	NA	4,060	0,677	0,906	NA	0,906	0,133	NA	0,133	0,088	Present	0,062	0,038	0,07	0,485	0,107	0,144	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	leonardoi	Histopona leonardoi	urn:lsid:nmbe.ch:spidersp:045861	Bolzern, Pantini & Isaia	2013	0	Switzerland, Italy	-	Bolzern et al (2013)	yes	Troglophile	Sheet	0	0	1	1	0	Soil	Fully	0	0	0	4,050	4,970	4,230	5,320	4,510	4,775	1,059	4,643	2,160	2,550	2,355	1,510	1,790	1,650	1,427	NA	NA	NA	NA	1,790	2,200	1,995	0,430	1,490	1,960	1,725	0,372	0,960	1,180	1,070	NA	NA	0,150	0,071	Present	0,120	0,115	0,113	0,698	0,035	0,057	1	0	0	1	1	0	0	0	0	0	1
Agelenidae	Histopona	luxurians	Histopona luxurians	urn:lsid:nmbe.ch:spidersp:020971	Kulczynski	1897	1	Austria to Ukraine and south-eastern Europe	Croatian Biospeleological Society collection: measured samples CBSS AR591 female & 4245 male	Chyzer & Kulczyński (1897),	no	Troglophile	Sheet	1	1	0	1	0	Soil + Wall	Partly	0	0	0	NA	5,479	NA	5,645	5,550	5,000	0,901	5,275	2,390	2,790	2,590	1,791	2,109	1,950	1,328	0,709	1,091	NA	NA	1,950	2,200	2,075	0,393	1,600	1,950	1,775	0,336	0,555	0,769	NA	0,072	0,198	0,135	0,080	Present	0,142	0,123	0,129	0,877	0,012	0,027	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	myops	Histopona myops	urn:lsid:nmbe.ch:spidersp:020972	Simon	1885	1	South-eastern Europe	-	Gasparo (2005)	no	Troglobiont	Sheet	1	0	0	1	0	Soil	Fully	0	1	0	NA	7,600	NA	6,700	7,600	6,650	0,875	7,125	3,120	3,110	3,115	2,130	2,290	2,210	1,410	NA	NA	NA	NA	3,280	3,860	3,570	0,501	3,250	4,060	3,655	0,513	1,530	1,460	1,495	0,230	0,270	0,250	0,030	Present	0,060	0,070	0,090	0,250	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	palaeolithica	Histopona palaeolithica	urn:lsid:nmbe.ch:spidersp:020973	Brignoli	1971	1	Italy, Montenegro	-	Mammola et al, (2019)	yes	Troglobiont	Sheet	1	0	0	0	0	Soil	Depigmented	0	1	0	NA	NA	NA	NA	4,860	4,850	0,998	4,855	2,100	1,770	1,935	1,400	1,320	1,360	1,423	0,790	0,620	0,710	0,367	2,000	1,810	1,905	0,392	1,710	1,780	1,745	0,359	NA	NA	NA	0,090	0,080	0,085	0,010	Present	0,060	0,040	0,060	0,500	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	petrovi	Histopona petrovi	urn:lsid:nmbe.ch:spidersp:051546	Isaia & Mammola	2019	0	Bulgaria	-	Mammola et al, (2019)	yes	Troglobiont	Sheet	1	0	0	0	0	Soil	Depigmented	0	1	0	NA	NA	NA	NA	4,580	NA	NA	4,580	1,950	NA	1,950	1,370	NA	1,370	1,423	0,890	NA	0,890	0,456	2,010	NA	2,010	0,439	1,840	NA	1,840	0,402	NA	NA	NA	0,130	NA	0,130	0,010	Present	0,040	0,030	0,060	0,269	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	strinatii	Histopona strinatii	urn:lsid:nmbe.ch:spidersp:020975	Brignoli	1976	1	Greece	-	Brignoli (1976)	no	Troglophile	Sheet	1	0	0	1	0	Soil	Fully	0	0	0	NA	NA	NA	NA	5,000	4,320	0,864	4,660	2,500	2,120	2,310	1,700	1,250	1,475	1,566	NA	NA	NA	NA	2,750	2,750	2,750	0,590	2,620	2,750	2,685	0,576	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	thaleri	Histopona thaleri	urn:lsid:nmbe.ch:spidersp:040200	Gasparo	2005	0	Greece	-	Gasparo (2005)	no	Troglophile	Sheet	1	0	0	1	0	Soil	Fully	0	0	0	NA	NA	NA	NA	6,400	6,750	1,055	6,575	2,870	3,030	2,950	2,060	2,160	2,110	1,398	NA	NA	NA	NA	2,770	3,170	2,970	0,452	2,660	3,160	2,910	0,443	1,210	1,290	1,250	0,160	0,180	0,170	0,070	Present	0,130	0,100	0,100	0,588	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Histopona	tranteevi	Histopona tranteevi	urn:lsid:nmbe.ch:spidersp:020977	Deltshev	1978	0	Bulgaria	-	Deltshev and Petrov (2008); Deltshev (1978)	no	Troglophile	Sheet	1	0	0	1	0	Soil	Fully	0	0	0	NA	NA	NA	NA	4,900	4,120	0,841	4,510	2,020	2,250	2,135	1,440	1,500	1,470	1,452	NA	NA	NA	NA	1,730	2,250	1,990	0,441	1,730	2,250	1,990	0,441	1,010	NA	1,010	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Inermocoelotes	drenskii	Inermocoelotes drenskii	urn:lsid:nmbe.ch:spidersp:022755	Deltshev	1990	1	Bulgaria	-	Deltshev (1990)	no	Troglophile	Sheet	1	1	0	0	0	Soil	Fully	0	0	1	NA	NA	NA	NA	NA	8,350	NA	8,350	NA	4,170	4,170	NA	2,880	2,880	1,448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Inermocoelotes	jurinitschi	Inermocoelotes jurinitschi	urn:lsid:nmbe.ch:spidersp:022791	Drensky	1915	1	Bulgaria	-	Deltshev (1990)	no	Troglophile	Sheet	1	1	0	1	0	Soil	Fully	0	0	1	NA	NA	NA	NA	9,500	8,350	0,879	8,925	4,170	4,170	4,170	2,590	3,160	2,875	1,450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	agnolettii	Tegenaria agnolettii	urn:lsid:nmbe.ch:spidersp:021187	Brignoli	1978	0	Turkey	-	Brignoli, P. M. (1978n). Ragni di Turchia IV. Leptonetidae, Dysderidae ed Agelenidae nuovi o interessanti di grotte della Turchia meridionale (Araneae). Quaderni di Speleologia, Circolo Speleologico Romano 3: 37-54	no	Troglophile	Sheet	0	1	0	0	0	Wall	Partly	0	1	0	NA	NA	NA	NA	5,300	NA	NA	5,300	2,050	NA	2,050	1,650	NA	1,650	1,242	NA	NA	NA	NA	1,500	NA	1,500	0,283	1,270	NA	1,270	0,240	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	0,000	0,000	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	animata	Tegenaria animata	urn:lsid:nmbe.ch:spidersp:021158	Kratochvi­l & Miller	1940	0	Serbia, Montenegro, North Macedonia	-	Kratochvíl J, Miller F (1940a) Neue Höhlenspinnen der Gattung Tegenaria aus Jugoslawien. Zoologischer Anzeiger 131: 188-201; Now considered a synonym of bosnica- https://wsc,nmbe,ch/species/1059	no	Troglobiont	Sheet	1	0	0	0	0	Wall	Depigmented	0	1	0	NA	NA	NA	NA	NA	14,000	NA	14,000	6,000	NA	6,000	NA	NA	NA	NA	NA	NA	NA	NA	8,960	NA	8,960	0,640	8,640	NA	8,640	0,617	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	annulata	Tegenaria annulata	urn:lsid:nmbe.ch:spidersp:021192	Kulczynski	1913	0	Croatia, Bosnia and Herzegovina, Serbia, Montenegro	-	Bolzern, A., Burckhardt, D., & Hänggi, A. (2013). Phylogeny and taxonomy of European funnel-web spiders of the Tegenaria-Malthonica complex (Araneae: Agelenidae) based upon morphological and molecular data. Zoological Journal of the Linnean Society, 168(4), 723–848.	yes	Troglophile	Sheet	0	0	0	1	0	Wall	Fully	0	0	0	NA	NA	NA	NA	NA	10,000	NA	10,000	5,330	3,580	4,455	3,890	2,620	3,255	1,369	NA	NA	NA	NA	7,460	6,290	6,875	0,688	6,800	6,320	6,560	0,656	NA	NA	NA	0,340	NA	0,340	0,170	Present	0,220	0,200	0,210	0,588	0,090	0,200	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	bayeri	Tegenaria bayeri	urn:lsid:nmbe.ch:spidersp:021159	Kratochvi­l 	1934	0	Montenegro, Bosnia and Herzegovina, Serbia, Greece	Croatian Biospeleological Society collection CBSS AR6766 female	Kratochvíl J (1934) Pregled pecinskih paukova u Jugoslaviji [Liste générale des Araignées cavernicoles en Yougoslavie]. Prirodoslovne Razprave 2: 165-226 	yes	Troglophile	Sheet	0	1	0	1	0	Wall	Partly	0	0	0	NA	10,507	NA	NA	NA	13,000	NA	13,000	4,515	NA	NA	3,164	NA	NA	NA	1,342	NA	NA	NA	9,889	NA	9,889	0,761	9,826	NA	9,826	0,756	1,092	NA	NA	0,382	NA	0,382	0,183	Present	0,2	0,185	0,18	0,490	0,048	0,154	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	bosnica	Tegenaria bosnica	urn:lsid:nmbe.ch:spidersp:021160	Kratochvi­l & Miller	1940	0	Croatia, Bosnia and Herzegovina, Montenegro	Croatian Biospeleological Society collection: measured sample CBSS AR1516 female; I think synonymizing this species with animata is wrong and that this is avalid species	Kratochvíl J, Miller F (1940a) Neue Höhlenspinnen der Gattung Tegenaria aus Jugoslawien. Zoologischer Anzeiger 131: 188-201	no	Troglophile	Sheet	0	1	0	1	0	Wall	Fully	0	0	0	NA	11,764	8,600	13,000	10,800	10,800	1,000	10,800	5,200	5,300	5,250	4,343	NA	NA	NA	1,662	NA	NA	NA	7,951	9,840	8,896	0,824	7,802	10,400	9,101	0,843	1,454	NA	NA	0,602	NA	0,602	0,199	Present	0,254	0,227	0,226	0,376	0,074	0,207	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	carensis	Tegenaria carensis	urn:lsid:nmbe.ch:spidersp:021206	Barrientos	1981	0	Spain	-	Bolzern et al (2013)	yes	Troglophile	Sheet	0	0	0	1	0	Wall	Fully	0	0	0	NA	NA	NA	NA	9,620	6,450	0,670	8,035	3,970	2,860	3,415	2,940	2,330	2,635	1,296	NA	NA	NA	NA	5,610	4,000	4,805	0,598	5,250	3,500	4,375	0,544	NA	NA	NA	0,260	NA	0,260	0,130	Present	0,170	0,170	0,180	0,625	0,070	0,170	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	decolorata	Tegenaria decolorata	urn:lsid:nmbe.ch:spidersp:021161	Kratochvi­l & Miller	1940	0	Croatia	Croatian Biospeleological Society collection	Kratochvíl J, Miller F (1940a) Neue Höhlenspinnen der Gattung Tegenaria aus Jugoslawien. Zoologischer Anzeiger 131: 188-201	no	Troglophile	Sheet	0	1	0	0	0	Wall	Depigmented	0	1	1	NA	NA	12,000	13,000	NA	12,500	NA	12,500	NA	6,400	6,400	NA	NA	NA	NA	NA	NA	NA	NA	NA	15,600	15,600	1,248	NA	16,700	16,700	1,336	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	domestica	Tegenaria domestica	urn:lsid:nmbe.ch:spidersp:021218	Clerck	1757	1	Europe to China, Japan. Introduced to Australia, New Zealand, the Americas	-	Bolzern et al (2013)	no	Troglophile	Sheet	0	1	0	1	0	Soil + Wall	Fully	0	0	0	8,100	8,600	NA	NA	8,350	8,850	1,060	8,600	4,050	4,350	4,200	2,850	3,250	3,050	1,377	NA	NA	NA	NA	4,000	5,100	4,550	0,529	4,100	4,950	4,525	0,526	NA	NA	NA	0,300	NA	0,300	0,150	Present	0,170	0,170	0,200	0,575	0,080	0,170	1	0	0	1	1	0	0	0	0	0	1
Agelenidae	Tegenaria	ferruginea	Tegenaria ferruginea	urn:lsid:nmbe.ch:spidersp:021229	Panzer	1804	1	Europe, Azores. Introduced to Venezuela	-	Bolzern et al (2013)	no	Troglophile	Sheet	1	0	1	1	0	Wall	Fully	0	0	0	NA	NA	NA	NA	14,370	13,750	0,957	14,060	6,120	6,400	6,260	4,900	5,000	4,950	1,265	NA	NA	NA	NA	7,010	7,850	7,430	0,528	6,950	6,080	6,515	0,463	NA	NA	NA	0,540	NA	0,540	0,270	Present	0,280	0,240	0,280	0,495	0,100	0,240	1	0	0	1	1	0	0	0	0	0	1
Agelenidae	Tegenaria	forestieroi	Tegenaria forestieroi	urn:lsid:nmbe.ch:spidersp:021232	Brignoli	1978	0	Turkey	-	Brignoll (1978)	no	Troglophile	Sheet	0	0	0	1	0	Wall	Fully	0	0	0	NA	NA	NA	NA	7,050	7,050	1,000	7,050	2,800	NA	2,800	2,070	NA	2,070	1,353	NA	NA	NA	NA	4,170	NA	4,170	0,591	4,050	NA	4,050	0,574	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	henroti	Tegenaria henroti	urn:lsid:nmbe.ch:spidersp:021239	Dresco	1956	0	Italy (Sardinia)	-	Bolzern et al, (2008)	no	Troglophile	Sheet	0	0	0	1	0	Wall	Fully	0	0	0	8,230	11,150	NA	NA	9,690	11,760	1,214	10,725	4,790	5,050	4,920	3,560	4,010	3,785	1,300	NA	NA	NA	NA	7,720	8,000	7,860	0,733	6,930	8,650	7,790	0,726	2,200	2,220	2,210	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	levantina	Tegenaria levantina	urn:lsid:nmbe.ch:spidersp:021246	Barrientos	1981	0	Spain	-	Barrientos (1981), Ribera & Barrientos (1986)	no	Troglophile	Sheet	0	0	0	1	0	Wall	Fully	0	0	0	NA	NA	NA	NA	4,280	7,340	1,715	5,810	1,760	3,540	2,650	1,400	2,530	1,965	1,349	NA	NA	NA	NA	1,760	3,800	2,780	0,478	1,600	3,800	2,700	0,465	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	melbae	Tegenaria melbae	urn:lsid:nmbe.ch:spidersp:021257	Brignoli	1972	0	Turkey	-	Brignoli (1972)	yes	Troglophile	Sheet	0	0	0	1	0	Wall	Fully	0	0	1	NA	NA	NA	NA	7,200	7,200	1,000	7,200	3,100	NA	3,100	2,200	NA	2,200	1,409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	pagana	Tegenaria pagana	urn:lsid:nmbe.ch:spidersp:021268	C. L. Koch	1840	0	Europe to Central Asia. Introduced to USA, Mexico, Brazil, Chile	Croatian Biospeleological Society collection	Bolzern et al (2013)	yes	Troglophile	Sheet	1	1	0	1	0	Wall	Fully	0	0	0	6,000	9,900	6,000	8,300	7,950	7,150	0,899	7,550	3,410	3,800	3,605	2,660	NA	2,660	1,355	NA	NA	NA	NA	3,970	NA	3,970	0,526	3,630	NA	3,630	0,481	NA	NA	NA	0,280	NA	0,280	0,140	Present	0,190	0,170	0,180	0,607	0,070	0,170	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	parietina	Tegenaria parietina	urn:lsid:nmbe.ch:spidersp:021270	Fourcroy	1785	1	Europe, North Africa to Israel and Central Asia. Introduced to Jamaica, Paraguay, South Africa, Sri Lanka	Croatian Biospeleological Society collection	Bolzern et al (2013)	no	Troglophile	Sheet	0	1	0	1	0	Wall	Fully	0	0	0	NA	NA	NA	NA	11,240	11,240	1,000	11,240	5,320	NA	5,320	3,920	NA	3,920	1,357	NA	NA	NA	NA	7,300	NA	7,300	0,649	7,580	NA	7,580	0,674	NA	NA	NA	0,540	NA	0,540	0,180	Present	0,230	0,200	0,220	0,384	0,090	0,200	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	percuriosa	Tegenaria percuriosa	urn:lsid:nmbe.ch:spidersp:021274	Brignoli	1972	0	Bulgaria, Turkey	-	Gasparo (2007)	no	Troglophile	Sheet	0	0	0	1	0	Wall	Fully	0	0	0	NA	NA	NA	NA	9,800	8,550	0,872	9,175	4,270	3,680	3,975	3,080	2,990	3,035	1,310	NA	NA	NA	NA	4,740	5,070	4,905	0,535	4,600	4,940	4,770	0,520	1,930	1,500	1,715	0,240	0,230	0,235	0,110	Present	0,190	0,150	0,160	0,649	NA	NA	1	0	0	1	1	0	0	0	0	0	0
Agelenidae	Tegenaria	pontica	Tegenaria pontica	urn:lsid:nmbe.ch:spidersp:021278	Charitonov	1947	0	Georgia	-	Charitonov (1947)	no	Troglophile	Sheet	0	0	0	1	0	Wall	Fully	0	0	0	NA	NA	NA	NA	9,450	9,450	1,000	9,450	4,150	NA	4,150	2,900	NA	3,200	1,297	NA	NA	NA	NA	4,150	NA	4,150	0,439	3,850	NA	3,850	0,407	NA	NA	NA	NA	NA	NA	NA	Present	NA	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0
